"workflow_id","display_name","diagnosis_label","specialty_id","age_min_months","age_max_years","sex","excluded_from_limited_testing"
"icu-blood-gas-review-documentation","ICU blood gas review documentation","ICU blood gas review documentation","ICU / Critical Care","","","","false"
"icu-burn-patient-review","ICU burn patient review","ICU burn patient review","ICU / Critical Care","","","","false"
"icu-central-line-documentation-prompt","Central line documentation prompt","Central line documentation prompt","ICU / Critical Care","","","","false"
"icu-critical-care-medication-reconciliation","Critical care medication reconciliation","Critical care medication reconciliation","ICU / Critical Care","","","","false"
"icu-critical-care-safety-net-documentation","Critical care safety-net documentation","Critical care safety-net documentation","ICU / Critical Care","","","","false"
"icu-culture-result-review","ICU culture result review","ICU culture result review","ICU / Critical Care","","","","false"
"icu-daily-review-documentation","ICU daily review documentation","ICU daily review documentation","ICU / Critical Care","","","","false"
"icu-delirium-review-documentation","Delirium review documentation","Delirium review documentation","ICU / Critical Care","","","","false"
"icu-discharge-summary-documentation","ICU discharge summary documentation","ICU discharge summary documentation","ICU / Critical Care","","","","false"
"icu-drain-output-review-icu","Drain output review ICU","Drain output review ICU","ICU / Critical Care","","","","false"
"icu-dvt-prophylaxis-documentation","ICU DVT prophylaxis documentation-only","ICU DVT prophylaxis documentation-only","ICU / Critical Care","","","","false"
"icu-electrolyte-issue-icu-documentation","Electrolyte issue ICU documentation","Electrolyte issue ICU documentation","ICU / Critical Care","","","","false"
"icu-end-of-life-care-documentation","ICU end-of-life care documentation","ICU end-of-life care documentation","ICU / Critical Care","","","","false"
"icu-extubation-readiness-prompt-documentation","Extubation readiness prompt documentation","Extubation readiness prompt documentation","ICU / Critical Care","","","","false"
"icu-family-meeting-documentation","ICU family meeting documentation","ICU family meeting documentation","ICU / Critical Care","","","","false"
"icu-family-update-icu-documentation","Family update ICU documentation","Family update ICU documentation","ICU / Critical Care","","","","false"
"icu-fluid-balance-documentation-icu","Fluid balance documentation ICU","Fluid balance documentation ICU","ICU / Critical Care","","","","false"
"icu-glycemic-control-documentation","ICU glycemic control documentation","ICU glycemic control documentation","ICU / Critical Care","","","","false"
"icu-goals-of-care-icu-discussion-documentation","Goals-of-care ICU discussion documentation","Goals-of-care ICU discussion documentation","ICU / Critical Care","","","","false"
"icu-handover-documentation","ICU handover documentation","ICU handover documentation","ICU / Critical Care","","","","false"
"icu-hemodynamic-instability-documentation","ICU hemodynamic instability documentation","ICU hemodynamic instability documentation","ICU / Critical Care","","","","false"
"icu-imaging-result-review","ICU imaging result review","ICU imaging result review","ICU / Critical Care","","","","false"
"icu-infection-review-icu-documentation","Infection review ICU documentation","Infection review ICU documentation","ICU / Critical Care","","","","false"
"icu-lactate-trend-documentation","ICU lactate trend documentation","ICU lactate trend documentation","ICU / Critical Care","","","","false"
"icu-lines-tubes-drains-documentation","Lines tubes drains documentation","Lines tubes drains documentation","ICU / Critical Care","","","","false"
"icu-mobility-review-documentation","ICU mobility review documentation","ICU mobility review documentation","ICU / Critical Care","","","","false"
"icu-neurological-observation-review","ICU neurological observation review","ICU neurological observation review","ICU / Critical Care","","","","false"
"icu-nutrition-review-icu-documentation","Nutrition review ICU documentation","Nutrition review ICU documentation","ICU / Critical Care","","","","false"
"icu-obstetric-critical-care-documentation","ICU obstetric critical care documentation","ICU obstetric critical care documentation","ICU / Critical Care","","","female","false"
"icu-organ-support-documentation","Organ support documentation","Organ support documentation","ICU / Critical Care","","","","false"
"icu-pain-review-documentation","ICU pain review documentation","ICU pain review documentation","ICU / Critical Care","","","","false"
"icu-pediatric-handover-documentation","ICU pediatric handover documentation","ICU pediatric handover documentation","ICU / Critical Care","","","","false"
"icu-physiotherapy-progress-documentation","ICU physiotherapy progress documentation","ICU physiotherapy progress documentation","ICU / Critical Care","","","","false"
"icu-post-icu-clinic-follow-up","Post-ICU clinic follow-up","Post-ICU clinic follow-up","ICU / Critical Care","","","","false"
"icu-post-operative-admission-review","ICU post-operative admission review","ICU post-operative admission review","ICU / Critical Care","","","","false"
"icu-procedure-note-documentation-prompt","ICU procedure note documentation prompt","ICU procedure note documentation prompt","ICU / Critical Care","","","","false"
"icu-readmission-documentation","ICU readmission documentation","ICU readmission documentation","ICU / Critical Care","","","","false"
"icu-reintubation-risk-prompt-documentation","Reintubation risk prompt documentation","Reintubation risk prompt documentation","ICU / Critical Care","","","","false"
"icu-renal-replacement-therapy-documentation","ICU renal replacement therapy documentation","ICU renal replacement therapy documentation","ICU / Critical Care","","","","false"
"icu-respiratory-deterioration-documentation","ICU respiratory deterioration documentation","ICU respiratory deterioration documentation","ICU / Critical Care","","","","false"
"icu-restraint-documentation","ICU restraint documentation","ICU restraint documentation","ICU / Critical Care","","","","false"
"icu-sedation-review-documentation","Sedation review documentation","Sedation review documentation","ICU / Critical Care","","","","false"
"icu-sepsis-review-documentation","Sepsis review documentation","Sepsis review documentation","ICU / Critical Care","","","","true"
"icu-shock-review-documentation","Shock review documentation","Shock review documentation","ICU / Critical Care","","","","false"
"icu-skin-pressure-area-review","ICU skin pressure area review","ICU skin pressure area review","ICU / Critical Care","","","","false"
"icu-sleep-documentation","ICU sleep documentation","ICU sleep documentation","ICU / Critical Care","","","","false"
"icu-step-down-readiness-documentation","Step-down readiness documentation","Step-down readiness documentation","ICU / Critical Care","","","","false"
"icu-stress-ulcer-prophylaxis-documentation","ICU stress ulcer prophylaxis documentation-only","ICU stress ulcer prophylaxis documentation-only","ICU / Critical Care","","","","false"
"icu-tracheostomy-review-icu","Tracheostomy review ICU","Tracheostomy review ICU","ICU / Critical Care","","","","false"
"icu-trauma-patient-daily-review","ICU trauma patient daily review","ICU trauma patient daily review","ICU / Critical Care","","","","false"
"icu-urinary-catheter-documentation-icu","Urinary catheter documentation ICU","Urinary catheter documentation ICU","ICU / Critical Care","","","","false"
"icu-vasopressor-documentation-review","Vasopressor documentation-only review","Vasopressor documentation-only review","ICU / Critical Care","","","","false"
"icu-ventilated-patient-review-documentation","Ventilated patient review documentation","Ventilated patient review documentation","ICU / Critical Care","","","","false"
"icu-ventilator-setting-documentation-review","Ventilator setting documentation-only review","Ventilator setting documentation-only review","ICU / Critical Care","","","","false"
"icu-weaning-readiness-documentation-prompts","Weaning-readiness documentation prompts","Weaning-readiness documentation prompts","ICU / Critical Care","","","","false"
"icu-withdrawal-of-care-discussion-documentation","ICU withdrawal of care discussion documentation","ICU withdrawal of care discussion documentation","ICU / Critical Care","","","","false"
"msk-achilles-tendon-pain","Achilles tendon pain","Achilles tendon pain","MSK / Orthopedics","","","","false"
"msk-activity-limitation-documentation","Activity limitation documentation","Activity limitation documentation","MSK / Orthopedics","","","","false"
"msk-ankle-pain-follow-up","Ankle pain follow-up","Ankle pain follow-up","MSK / Orthopedics","","","","false"
"msk-back-pain-follow-up","Back pain follow-up","Back pain follow-up","MSK / Orthopedics","","","","false"
"msk-baker-cyst-documentation","Baker cyst documentation","Baker cyst documentation","MSK / Orthopedics","","","","false"
"msk-bone-density-result-review","Bone density result review","Bone density result review","MSK / Orthopedics","","","","false"
"msk-bunion-symptoms","Bunion symptoms","Bunion symptoms","MSK / Orthopedics","","","","false"
"msk-carpal-tunnel-symptoms","Carpal tunnel symptoms","Carpal tunnel symptoms","MSK / Orthopedics","","","","false"
"msk-cast-check-documentation","Cast check documentation","Cast check documentation","MSK / Orthopedics","","","","false"
"msk-cervicogenic-headache-review","Cervicogenic headache review","Cervicogenic headache review","MSK / Orthopedics","","","","false"
"msk-chronic-widespread-pain-msk","Chronic widespread pain MSK","Chronic widespread pain MSK","MSK / Orthopedics","","","","false"
"msk-de-quervain-symptoms","De Quervain symptoms","De Quervain symptoms","MSK / Orthopedics","","","","false"
"msk-diabetic-foot-msk-review","Diabetic foot MSK review","Diabetic foot MSK review","MSK / Orthopedics","","","","false"
"msk-elbow-pain","Elbow pain","Elbow pain","MSK / Orthopedics","","","","false"
"msk-ergonomic-strain-documentation","Ergonomic strain documentation","Ergonomic strain documentation","MSK / Orthopedics","","","","false"
"msk-falls-related-injury-review","Falls-related injury review","Falls-related injury review","MSK / Orthopedics","","","","false"
"msk-finger-injury-follow-up","Finger injury follow-up","Finger injury follow-up","MSK / Orthopedics","","","","false"
"msk-flat-foot-review","Flat foot review","Flat foot review","MSK / Orthopedics","","","","false"
"msk-foot-pain-follow-up","Foot pain follow-up","Foot pain follow-up","MSK / Orthopedics","","","","false"
"msk-fracture-clinic-follow-up","Fracture clinic follow-up","Fracture clinic follow-up","MSK / Orthopedics","","","","false"
"msk-frozen-shoulder-follow-up","Frozen shoulder follow-up","Frozen shoulder follow-up","MSK / Orthopedics","","","","false"
"msk-ganglion-cyst-wrist","Ganglion cyst wrist","Ganglion cyst wrist","MSK / Orthopedics","","","","false"
"msk-gout-flare-follow-up","Gout flare follow-up","Gout flare follow-up","MSK / Orthopedics","","","","false"
"msk-growth-plate-injury-follow-up","Growth plate injury follow-up","Growth plate injury follow-up","MSK / Orthopedics","","","","false"
"msk-hand-pain","Hand pain","Hand pain","MSK / Orthopedics","","","","false"
"msk-hand-swelling-documentation","Hand swelling documentation","Hand swelling documentation","MSK / Orthopedics","","","","false"
"msk-heel-pain-documentation","Heel pain documentation","Heel pain documentation","MSK / Orthopedics","","","","false"
"msk-hip-impingement-review","Hip impingement review","Hip impingement review","MSK / Orthopedics","","","","false"
"msk-imaging-result-review","MSK imaging result review","MSK imaging result review","MSK / Orthopedics","","","","false"
"msk-inflammatory-joint-symptom-documentation","Inflammatory joint symptom documentation","Inflammatory joint symptom documentation","MSK / Orthopedics","","","","false"
"msk-ingrown-toenail-orthopedic-review","Ingrown toenail orthopedic review","Ingrown toenail orthopedic review","MSK / Orthopedics","","","","false"
"msk-it-band-pain","IT band pain","IT band pain","MSK / Orthopedics","","","","false"
"msk-joint-hypermobility-documentation","Joint hypermobility documentation","Joint hypermobility documentation","MSK / Orthopedics","","","","false"
"msk-joint-stiffness","Joint stiffness","Joint stiffness","MSK / Orthopedics","","","","false"
"msk-knee-pain-follow-up","Knee pain follow-up","Knee pain follow-up","MSK / Orthopedics","","","","false"
"msk-knee-swelling-review","Knee swelling review","Knee swelling review","MSK / Orthopedics","","","","false"
"msk-kyphosis-posture-concern","Kyphosis posture concern","Kyphosis posture concern","MSK / Orthopedics","","","","false"
"msk-ligament-sprain-follow-up","Ligament sprain follow-up","Ligament sprain follow-up","MSK / Orthopedics","","","","false"
"msk-meniscal-symptom-documentation","Meniscal symptom documentation","Meniscal symptom documentation","MSK / Orthopedics","","","","false"
"msk-mobility-aid-documentation","Mobility aid documentation","Mobility aid documentation","MSK / Orthopedics","","","","false"
"msk-muscle-strain","Muscle strain","Muscle strain","MSK / Orthopedics","","","","false"
"msk-neuropathic-foot-symptom-documentation","Neuropathic foot symptom documentation","Neuropathic foot symptom documentation","MSK / Orthopedics","","","","false"
"msk-orthopedic-referral-documentation","Orthopedic referral documentation","Orthopedic referral documentation","MSK / Orthopedics","","","","false"
"msk-orthopedic-second-opinion-documentation","Orthopedic second opinion documentation","Orthopedic second opinion documentation","MSK / Orthopedics","","","","false"
"msk-osteoarthritis-follow-up","Osteoarthritis follow-up","Osteoarthritis follow-up","MSK / Orthopedics","","","","false"
"msk-osteoporosis-follow-up","Osteoporosis follow-up","Osteoporosis follow-up","MSK / Orthopedics","","","","false"
"msk-pain-score-functional-review","Pain score functional review","Pain score functional review","MSK / Orthopedics","","","","false"
"msk-patellofemoral-pain-follow-up","Patellofemoral pain follow-up","Patellofemoral pain follow-up","MSK / Orthopedics","","","","false"
"msk-pediatric-limp-follow-up","Pediatric limp follow-up","Pediatric limp follow-up","MSK / Orthopedics","","","","false"
"msk-physiotherapy-progress-review","Physiotherapy progress review","Physiotherapy progress review","MSK / Orthopedics","","","","false"
"msk-plantar-fasciitis-follow-up","Plantar fasciitis follow-up","Plantar fasciitis follow-up","MSK / Orthopedics","","","","false"
"msk-post-arthroscopy-follow-up","Post-arthroscopy follow-up","Post-arthroscopy follow-up","MSK / Orthopedics","","","","false"
"msk-post-cast-removal-review","Post-cast removal review","Post-cast removal review","MSK / Orthopedics","","","","false"
"msk-post-fall-msk-review","Post-fall MSK review","Post-fall MSK review","MSK / Orthopedics","","","","false"
"msk-post-injection-msk-review","Post-injection MSK review","Post-injection MSK review","MSK / Orthopedics","","","","false"
"msk-post-operative-orthopedic-wound-review","Post-operative orthopedic wound review","Post-operative orthopedic wound review","MSK / Orthopedics","","","","false"
"msk-post-trauma-pain-follow-up","Post-trauma pain follow-up","Post-trauma pain follow-up","MSK / Orthopedics","","","","false"
"msk-pre-operative-orthopedic-assessment","Pre-operative orthopedic assessment","Pre-operative orthopedic assessment","MSK / Orthopedics","","","","false"
"msk-prosthesis-discomfort-documentation","Prosthesis discomfort documentation","Prosthesis discomfort documentation","MSK / Orthopedics","","","","false"
"msk-return-to-sport-review","Return-to-sport review","Return-to-sport review","MSK / Orthopedics","","","","false"
"msk-rotator-cuff-symptom-review","Rotator cuff symptom review","Rotator cuff symptom review","MSK / Orthopedics","","","","false"
"msk-sciatica-follow-up","Sciatica follow-up","Sciatica follow-up","MSK / Orthopedics","","","","false"
"msk-scoliosis-follow-up","Scoliosis follow-up","Scoliosis follow-up","MSK / Orthopedics","","","","false"
"msk-shin-splints-documentation","Shin splints documentation","Shin splints documentation","MSK / Orthopedics","","","","false"
"msk-shoulder-impingement-review","Shoulder impingement review","Shoulder impingement review","MSK / Orthopedics","","","","false"
"msk-splint-check-documentation","Splint check documentation","Splint check documentation","MSK / Orthopedics","","","","false"
"msk-sports-injury-review","Sports injury review","Sports injury review","MSK / Orthopedics","","","","false"
"msk-stress-injury-concern","Stress injury concern","Stress injury concern","MSK / Orthopedics","","","","false"
"msk-tendon-pain","Tendon pain","Tendon pain","MSK / Orthopedics","","","","false"
"msk-tennis-elbow-follow-up","Tennis elbow follow-up","Tennis elbow follow-up","MSK / Orthopedics","","","","false"
"msk-thigh-pain","Thigh pain","Thigh pain","MSK / Orthopedics","","","","false"
"msk-thumb-base-pain","Thumb base pain","Thumb base pain","MSK / Orthopedics","","","","false"
"msk-trigger-finger-documentation","Trigger finger documentation","Trigger finger documentation","MSK / Orthopedics","","","","false"
"msk-work-related-msk-pain","Work-related MSK pain","Work-related MSK pain","MSK / Orthopedics","","","","false"
"msk-wrist-pain","Wrist pain","Wrist pain","MSK / Orthopedics","","","","false"
"neuro-balance-problem-documentation","Balance problem documentation","Balance problem documentation","Neurology outpatient","","","","false"
"neuro-carpal-tunnel-neurology-review","Carpal tunnel neurology review","Carpal tunnel neurology review","Neurology outpatient","","","","false"
"neuro-chronic-fatigue-neurological-review","Chronic fatigue neurological review","Chronic fatigue neurological review","Neurology outpatient","","","","false"
"neuro-cognitive-decline-caregiver-discussion","Cognitive decline caregiver discussion","Cognitive decline caregiver discussion","Neurology outpatient","","","","false"
"neuro-cognitive-screening-documentation","Cognitive screening documentation","Cognitive screening documentation","Neurology outpatient","","","","false"
"neuro-dizziness-neurology-review","Dizziness neurology review","Dizziness neurology review","Neurology outpatient","","","","false"
"neuro-driving-advice-documentation-neurological","Driving advice documentation neurological","Driving advice documentation neurological","Neurology outpatient","","","","false"
"neuro-dystonia-documentation","Dystonia documentation","Dystonia documentation","Neurology outpatient","","","","false"
"neuro-eeg-result-review","EEG result review","EEG result review","Neurology outpatient","","","","false"
"neuro-epilepsy-medication-review","Epilepsy medication review","Epilepsy medication review","Neurology outpatient","","","","false"
"neuro-facial-weakness-follow-up","Facial weakness follow-up","Facial weakness follow-up","Neurology outpatient","","","","false"
"neuro-falls-neurological-review","Falls neurological review","Falls neurological review","Neurology outpatient","","","","false"
"neuro-first-seizure-documentation","First seizure documentation","First seizure documentation","Neurology outpatient","","","","false"
"neuro-functional-neurological-symptom-documentation","Functional neurological symptom documentation","Functional neurological symptom documentation","Neurology outpatient","","","","false"
"neuro-gait-disturbance-documentation","Gait disturbance documentation","Gait disturbance documentation","Neurology outpatient","","","","false"
"neuro-headache-follow-up","Headache follow-up","Headache follow-up","Neurology outpatient","","","","false"
"neuro-headache-red-flag-screening-documentation","Headache red-flag screening documentation","Headache red-flag screening documentation","Neurology outpatient","","","","false"
"neuro-imaging-result-review","Neurology imaging result review","Neurology imaging result review","Neurology outpatient","","","","false"
"neuro-medication-side-effect-review","Neurology medication side-effect review","Neurology medication side-effect review","Neurology outpatient","","","","false"
"neuro-memory-concern-review","Memory concern review","Memory concern review","Neurology outpatient","","","","false"
"neuro-migraine-follow-up","Migraine follow-up","Migraine follow-up","Neurology outpatient","","","","false"
"neuro-mri-brain-result-discussion-documentation","MRI brain result discussion documentation","MRI brain result discussion documentation","Neurology outpatient","","","","false"
"neuro-multiple-sclerosis-follow-up","Multiple sclerosis follow-up","Multiple sclerosis follow-up","Neurology outpatient","","","","false"
"neuro-myopathy-symptom-review","Myopathy symptom review","Myopathy symptom review","Neurology outpatient","","","","false"
"neuro-nerve-conduction-result-review","Nerve conduction result review","Nerve conduction result review","Neurology outpatient","","","","false"
"neuro-neuralgia-documentation","Neuralgia documentation","Neuralgia documentation","Neurology outpatient","","","","false"
"neuro-neuropathic-pain-neurology-review","Neuropathic pain neurology review","Neuropathic pain neurology review","Neurology outpatient","","","","false"
"neuro-numbness-and-tingling-documentation","Numbness and tingling documentation","Numbness and tingling documentation","Neurology outpatient","","","","false"
"neuro-optic-neuritis-follow-up-documentation","Optic neuritis follow-up documentation","Optic neuritis follow-up documentation","Neurology outpatient","","","","false"
"neuro-parkinson-symptoms-follow-up","Parkinson symptoms follow-up","Parkinson symptoms follow-up","Neurology outpatient","","","","false"
"neuro-peripheral-neuropathy-review","Peripheral neuropathy review","Peripheral neuropathy review","Neurology outpatient","","","","false"
"neuro-post-concussion-follow-up","Post-concussion follow-up","Post-concussion follow-up","Neurology outpatient","","","","false"
"neuro-post-stroke-follow-up","Post-stroke follow-up","Post-stroke follow-up","Neurology outpatient","","","","false"
"neuro-referral-documentation","Neurology referral documentation","Neurology referral documentation","Neurology outpatient","","","","false"
"neuro-restless-legs-neurology-review","Restless legs neurology review","Restless legs neurology review","Neurology outpatient","","","","false"
"neuro-safety-net-documentation","Neurology safety-net documentation","Neurology safety-net documentation","Neurology outpatient","","","","false"
"neuro-sciatica-neurology-review","Sciatica neurology review","Sciatica neurology review","Neurology outpatient","","","","false"
"neuro-second-opinion-documentation","Neurology second opinion documentation","Neurology second opinion documentation","Neurology outpatient","","","","false"
"neuro-seizure-follow-up","Seizure follow-up","Seizure follow-up","Neurology outpatient","","","","false"
"neuro-sleep-disorder-neurology-documentation","Sleep disorder neurology documentation","Sleep disorder neurology documentation","Neurology outpatient","","","","false"
"neuro-speech-disturbance-documentation","Speech disturbance documentation","Speech disturbance documentation","Neurology outpatient","","","","false"
"neuro-swallowing-symptom-neurology-review","Swallowing symptom neurology review","Swallowing symptom neurology review","Neurology outpatient","","","","false"
"neuro-syncope-neurology-follow-up","Syncope neurology follow-up","Syncope neurology follow-up","Neurology outpatient","","","","false"
"neuro-tension-headache-documentation","Tension headache documentation","Tension headache documentation","Neurology outpatient","","","","false"
"neuro-tia-follow-up-documentation","TIA follow-up documentation","TIA follow-up documentation","Neurology outpatient","","","","false"
"neuro-tremor-documentation","Tremor documentation","Tremor documentation","Neurology outpatient","","","","false"
"neuro-vertigo-neurology-review","Vertigo neurology review","Vertigo neurology review","Neurology outpatient","","","","false"
"neuro-visual-disturbance-neurology-review","Visual disturbance neurology review","Visual disturbance neurology review","Neurology outpatient","","","","false"
"neuro-weakness-documentation","Weakness documentation","Weakness documentation","Neurology outpatient","","","","false"
"neuro-work-impact-neurological-documentation","Work impact neurological documentation","Work impact neurological documentation","Neurology outpatient","","","","false"
"oph-adult-strabismus-follow-up","Adult strabismus follow-up","Adult strabismus follow-up","Ophthalmology","","","","false"
"oph-allergic-conjunctivitis-follow-up","Allergic conjunctivitis follow-up","Allergic conjunctivitis follow-up","Ophthalmology","","","","false"
"oph-amblyopia-follow-up","Amblyopia follow-up","Amblyopia follow-up","Ophthalmology","","","","false"
"oph-blepharitis-follow-up","Blepharitis follow-up","Blepharitis follow-up","Ophthalmology","","","","false"
"oph-blurred-vision-follow-up","Blurred vision follow-up","Blurred vision follow-up","Ophthalmology","","","","false"
"oph-cataract-post-operative-follow-up","Cataract post-operative follow-up","Cataract post-operative follow-up","Ophthalmology","","","","false"
"oph-cataract-review","Cataract review","Cataract review","Ophthalmology","","","","false"
"oph-chalazion-follow-up","Chalazion follow-up","Chalazion follow-up","Ophthalmology","","","","false"
"oph-chemical-exposure-eye-documentation","Chemical exposure eye documentation","Chemical exposure eye documentation","Ophthalmology","","","","false"
"oph-color-vision-concern","Color vision concern","Color vision concern","Ophthalmology","","","","false"
"oph-computer-vision-symptoms","Computer vision symptoms","Computer vision symptoms","Ophthalmology","","","","false"
"oph-conjunctivitis-follow-up","Conjunctivitis follow-up","Conjunctivitis follow-up","Ophthalmology","","","","false"
"oph-contact-lens-discomfort","Contact lens discomfort","Contact lens discomfort","Ophthalmology","","","","false"
"oph-contact-lens-red-eye-documentation","Contact lens red eye documentation","Contact lens red eye documentation","Ophthalmology","","","","false"
"oph-corneal-abrasion-follow-up","Corneal abrasion follow-up","Corneal abrasion follow-up","Ophthalmology","","","","false"
"oph-diabetic-retinopathy-screening-review","Diabetic retinopathy screening review","Diabetic retinopathy screening review","Ophthalmology","","","","false"
"oph-double-vision-documentation","Double vision documentation","Double vision documentation","Ophthalmology","","","","false"
"oph-driving-vision-form-documentation","Driving vision form documentation","Driving vision form documentation","Ophthalmology","","","","false"
"oph-dry-eye-follow-up","Dry eye follow-up","Dry eye follow-up","Ophthalmology","","","","false"
"oph-episcleritis-documentation","Episcleritis documentation","Episcleritis documentation","Ophthalmology","","","","false"
"oph-eye-allergy-medication-review","Eye allergy medication review","Eye allergy medication review","Ophthalmology","","","","false"
"oph-eye-pain-documentation","Eye pain documentation","Eye pain documentation","Ophthalmology","","","","false"
"oph-eye-strain","Eye strain","Eye strain","Ophthalmology","","","","false"
"oph-eye-trauma-follow-up","Eye trauma follow-up","Eye trauma follow-up","Ophthalmology","","","","false"
"oph-eyelid-lesion","Eyelid lesion","Eyelid lesion","Ophthalmology","","","","false"
"oph-eyelid-swelling","Eyelid swelling","Eyelid swelling","Ophthalmology","","","","false"
"oph-eyelid-twitching","Eyelid twitching","Eyelid twitching","Ophthalmology","","","","false"
"oph-family-history-glaucoma-review","Family history glaucoma review","Family history glaucoma review","Ophthalmology","","","","false"
"oph-flashes-documentation","Flashes documentation","Flashes documentation","Ophthalmology","","","","false"
"oph-floaters-documentation","Floaters documentation","Floaters documentation","Ophthalmology","","","","false"
"oph-foreign-body-sensation-follow-up","Foreign body sensation follow-up","Foreign body sensation follow-up","Ophthalmology","","","","false"
"oph-glaucoma-monitoring-visit","Glaucoma monitoring visit","Glaucoma monitoring visit","Ophthalmology","","","","false"
"oph-headache-with-visual-symptoms","Headache with visual symptoms","Headache with visual symptoms","Ophthalmology","","","","false"
"oph-keratitis-documentation","Keratitis documentation","Keratitis documentation","Ophthalmology","","","","false"
"oph-lacrimal-obstruction-symptoms","Lacrimal obstruction symptoms","Lacrimal obstruction symptoms","Ophthalmology","","","","false"
"oph-macular-degeneration-follow-up","Macular degeneration follow-up","Macular degeneration follow-up","Ophthalmology","","","","false"
"oph-meibomian-gland-dysfunction","Meibomian gland dysfunction","Meibomian gland dysfunction","Ophthalmology","","","","false"
"oph-oct-result-review","OCT result review","OCT result review","Ophthalmology","","","","false"
"oph-optic-disc-review","Optic disc review","Optic disc review","Ophthalmology","","","","false"
"oph-pediatric-squint-documentation","Pediatric squint documentation","Pediatric squint documentation","Ophthalmology","","","","false"
"oph-photophobia-documentation","Photophobia documentation","Photophobia documentation","Ophthalmology","","","","false"
"oph-pinguecula-review","Pinguecula review","Pinguecula review","Ophthalmology","","","","false"
"oph-post-injection-eye-review","Post-injection eye review","Post-injection eye review","Ophthalmology","","","","false"
"oph-post-laser-eye-review","Post-laser eye review","Post-laser eye review","Ophthalmology","","","","false"
"oph-post-operative-eye-wound-review","Post-operative eye wound review","Post-operative eye wound review","Ophthalmology","","","","false"
"oph-pterygium-review","Pterygium review","Pterygium review","Ophthalmology","","","","false"
"oph-ptosis-documentation","Ptosis documentation","Ptosis documentation","Ophthalmology","","","","false"
"oph-raised-intraocular-pressure-review","Raised intraocular pressure review","Raised intraocular pressure review","Ophthalmology","","","","false"
"oph-recurrent-stye","Recurrent stye","Recurrent stye","Ophthalmology","","","","false"
"oph-red-eye-documentation","Red eye documentation","Red eye documentation","Ophthalmology","","","","false"
"oph-reduced-vision-documentation","Reduced vision documentation","Reduced vision documentation","Ophthalmology","","","","false"
"oph-referral-documentation","Ophthalmology referral documentation","Ophthalmology referral documentation","Ophthalmology","","","","false"
"oph-refractive-error-review","Refractive error review","Refractive error review","Ophthalmology","","","","false"
"oph-retinal-tear-follow-up-documentation","Retinal tear follow-up documentation","Retinal tear follow-up documentation","Ophthalmology","","","","false"
"oph-retinal-vein-occlusion-follow-up","Retinal vein occlusion follow-up","Retinal vein occlusion follow-up","Ophthalmology","","","","false"
"oph-scleritis-documentation","Scleritis documentation","Scleritis documentation","Ophthalmology","","","","false"
"oph-spectacle-prescription-discussion","Spectacle prescription discussion","Spectacle prescription discussion","Ophthalmology","","","","false"
"oph-subconjunctival-hemorrhage","Subconjunctival hemorrhage","Subconjunctival hemorrhage","Ophthalmology","","","","false"
"oph-transient-vision-loss-documentation","Transient vision loss documentation","Transient vision loss documentation","Ophthalmology","","","","false"
"oph-uveitis-follow-up","Uveitis follow-up","Uveitis follow-up","Ophthalmology","","","","false"
"oph-vision-screening-documentation","Vision screening documentation","Vision screening documentation","Ophthalmology","","","","false"
"oph-visual-aura-documentation","Visual aura documentation","Visual aura documentation","Ophthalmology","","","","false"
"oph-visual-field-result-review","Visual field result review","Visual field result review","Ophthalmology","","","","false"
"oph-watery-eye-symptoms","Watery eye symptoms","Watery eye symptoms","Ophthalmology","","","","false"
"oph-workplace-eye-strain-documentation","Workplace eye strain documentation","Workplace eye strain documentation","Ophthalmology","","","","false"
"pain-activity-pacing-discussion-documentation","Activity pacing discussion documentation","Activity pacing discussion documentation","Pain Medicine","","","","false"
"pain-articular-clinic-review","Articular clinic review","Articular clinic review","Pain Medicine","","","","false"
"pain-cancer-pain-documentation","Cancer pain documentation","Cancer pain documentation","Pain Medicine","","","","false"
"pain-cervical-clinic-review","Cervical clinic review","Cervical clinic review","Pain Medicine","","","","false"
"pain-chronic-pain-review","Chronic pain review","Chronic pain review","Pain Medicine","","","","false"
"pain-clinic-referral-documentation","Pain clinic referral documentation","Pain clinic referral documentation","Pain Medicine","","","","false"
"pain-complex-regional-pain-symptoms","Complex regional pain symptoms","Complex regional pain symptoms","Pain Medicine","","","","false"
"pain-controlled-drug-review-documentation","Controlled drug review documentation","Controlled drug review documentation","Pain Medicine","","","","false"
"pain-diary-review","Pain diary review","Pain diary review","Pain Medicine","","","","false"
"pain-fibromyalgia-pain-review","Fibromyalgia pain review","Fibromyalgia pain review","Pain Medicine","","","","false"
"pain-flare-documentation","Pain flare documentation","Pain flare documentation","Pain Medicine","","","","false"
"pain-functional-impact-review","Pain functional impact review","Pain functional impact review","Pain Medicine","","","","false"
"pain-headache-pain-review","Headache pain review","Headache pain review","Pain Medicine","","","","false"
"pain-injection-follow-up-pain-clinic","Injection follow-up pain clinic","Injection follow-up pain clinic","Pain Medicine","","","","false"
"pain-lumbar-clinic-review","Lumbar clinic review","Lumbar clinic review","Pain Medicine","","","","false"
"pain-medication-adherence-pain-review","Medication adherence pain review","Medication adherence pain review","Pain Medicine","","","","false"
"pain-medication-side-effect-review","Pain medication side-effect review","Pain medication side-effect review","Pain Medicine","","","","false"
"pain-mood-impact-documentation","Pain mood impact documentation","Pain mood impact documentation","Pain Medicine","","","","false"
